feature_id,name,evaluated,evidence_id,exposures,family,folds,max_score,mean_model_gain,mean_permutation_sd,mean_score,mean_split_importance,median_p,median_q,min_score,not_evaluable,q_supported,role,support_fraction,supported
outer_001_feature_001,absolute_lymphocyte_count,15,multi:outer_001_feature_001:predictive_forest:outcome,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.014835600558638454,0.07128712482859897,0.002547753771713191,-0.0012973872795016802,0.07329267559663769,,,-0.013578851023250479,0,0,outcome,0.3333333333333333,5
outer_001_feature_001,absolute_lymphocyte_count,15,multi:outer_001_feature_001:causal_forest:effect,15,causal_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0017062830206673967,-3.4908302481612144e-05,0.0005156151371971965,0.00036688543194525204,0.1359920269498864,,,-0.00029181686289469117,0,0,effect,0.6666666666666666,10
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:univariable:treatment,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",1.7349350018961671,,,0.8439240258678011,,0.17833775489329665,0.4482700702865712,0.39288278818009226,0,0,treatment,0.13333333333333333,2
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:univariable:outcome,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",3.121167053524669,,,1.672829011003965,,0.01586824809536965,0.10431813345833017,0.5548265779472459,0,7,outcome,0.6666666666666666,10
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:univariable:effect,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.6385025992392611,,,0.25020268951629415,,0.5801766053851352,0.8593181038977371,0.017005228693164346,0,0,effect,0.0,0
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:penalized_main:treatment,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.055372486889227614,0.18654110281262243,,0.00979135634554688,,,,0.0,0,0,treatment,0.6,9
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:penalized_main:outcome,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.14132065249947118,0.12679210166098248,,0.04511300252769262,,,,0.0,0,0,outcome,0.8,12
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:penalized_interactions:outcome,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.13452862729539058,0.1308233952231425,,0.03702756380934502,,,,0.0,0,0,outcome,0.7333333333333333,11
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:penalized_interactions:effect,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.0007557266020012757,,0.0,,,,0.0,0,0,effect,0.0,0
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:orthogonal_linear:effect,15,orthogonal_linear,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,8.42322107459011e-05,,0.0,,,,0.0,0,0,effect,0.0,0
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:univariable_rlearner:effect,15,univariable_rlearner,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",4.1783414276352904e-05,,,-0.001477900476814061,,,,-0.004407125967467784,0,0,effect,0.2,3
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:predictive_forest:treatment,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.022043307745348906,0.12743206871454898,0.004097865725965822,0.0020843155818031024,0.07206972533277213,,,-0.005720411907963574,0,0,treatment,0.7333333333333333,11
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:predictive_forest:outcome,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.03184074763619708,0.0833314532424993,0.006978944841709633,0.00666482780858658,0.10710999775826326,,,-0.010034383204205688,0,0,outcome,0.8,12
outer_001_feature_002,absolute_neutrophil_count,15,multi:outer_001_feature_002:causal_forest:effect,15,causal_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0006688708860969894,5.901255231996287e-05,0.00032051125035604134,-0.00010115239796916816,0.14145733586596404,,,-0.000924397322637364,0,0,effect,0.3333333333333333,5
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:univariable:treatment,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",1.5406159513067494,,,1.2344927644960926,,0.04789743659199234,0.21448023230077826,0.5202084556160947,0,0,treatment,0.5333333333333333,8
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:univariable:outcome,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",2.538020276618909,,,1.8806919774915998,,0.01006359997307952,0.07826957064539478,0.8385108847922315,0,8,outcome,0.8666666666666667,13
outer_001_feature_003,acetaminophen_administered,9,multi:outer_001_feature_003:univariable:effect,15,univariable,"[{""evaluated"": 2, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 2, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 0, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 2, ""inner_fold"": 5, ""supported"": 0}]",7.326387475351156e-06,,,6.6891178986509384e-06,,0.9999846113046438,0.9999902257797677,6.164774054067745e-06,6,0,effect,0.0,0
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:penalized_main:treatment,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.18654110281262243,,0.0,,,,0.0,0,0,treatment,0.0,0
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:penalized_main:outcome,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.09061412684621593,0.12679210166098248,,0.027878853094785737,,,,0.0,0,0,outcome,0.6666666666666666,10
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:penalized_interactions:outcome,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.0928510012853513,0.1308233952231425,,0.025923751986928315,,,,0.0,0,0,outcome,0.6,9
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:penalized_interactions:effect,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.0007557266020012757,,0.0,,,,0.0,0,0,effect,0.0,0
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:orthogonal_linear:effect,15,orthogonal_linear,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,8.42322107459011e-05,,0.0,,,,0.0,0,0,effect,0.0,0
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:univariable_rlearner:effect,15,univariable_rlearner,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0004162630853631333,,,-0.0009421159167396553,,,,-0.004077573493082548,0,0,effect,0.26666666666666666,4
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:predictive_forest:treatment,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0022883463874421675,0.08937020238893562,0.0005376606349789755,0.0003097566563173195,0.004182650125398379,,,-0.001300740007799191,0,0,treatment,0.5333333333333333,8
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:predictive_forest:outcome,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 3}]",0.007538521886248151,0.07586047593680165,0.0007290627528326014,0.0013485498944272533,0.009973832559699644,,,-0.00044193367966309055,0,0,outcome,0.7333333333333333,11
outer_001_feature_003,acetaminophen_administered,15,multi:outer_001_feature_003:causal_forest:effect,15,causal_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",6.648278275465473e-06,-1.8770300582238165e-05,1.201998442925957e-06,-1.0032691567839355e-06,0.0006352048040350329,,,-2.1697315627224507e-05,0,0,effect,0.06666666666666667,1
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:univariable:treatment,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",1.2226230036785644,,,0.681071746833427,,0.2325234582555864,0.5248310689270966,0.06131949802602295,0,0,treatment,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:univariable:outcome,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.3804415729290963,,,0.12259197772302614,,0.7631905132132906,0.8867166028907286,0.007857197471530675,0,0,outcome,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:univariable:effect,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",1.901521745357657,,,0.9850156170033553,,0.11459579264690144,0.5551472797340439,0.06889078468513571,0,0,effect,0.26666666666666666,4
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:penalized_main:treatment,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.18654110281262243,,0.0,,,,0.0,0,0,treatment,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:penalized_main:outcome,15,penalized_main,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.12679210166098248,,0.0,,,,0.0,0,0,outcome,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:penalized_interactions:outcome,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.1308233952231425,,0.0,,,,0.0,0,0,outcome,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:penalized_interactions:effect,15,penalized_interactions,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.0007557266020012757,,0.0,,,,0.0,0,0,effect,0.0,0
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:orthogonal_linear:effect,15,orthogonal_linear,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.014253914419778945,8.42322107459011e-05,,0.0009502609613185963,,,,0.0,0,0,effect,0.06666666666666667,1
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:univariable_rlearner:effect,15,univariable_rlearner,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 3}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0006401482035277017,,,-0.0032488248031556774,,,,-0.012263120712336206,0,0,effect,0.26666666666666666,4
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:predictive_forest:treatment,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 1}]",0.0001422001738998017,0.12195830032376549,4.757594289812115e-05,9.037655465503487e-06,0.0003172130522020289,,,-0.0002102640996479721,0,0,treatment,0.26666666666666666,4
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:predictive_forest:outcome,15,predictive_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",7.525244803445001e-06,0.07343112485208284,4.419459620055778e-06,8.847349848616226e-07,2.1753687660543752e-05,,,0.0,0,0,outcome,0.13333333333333333,2
outer_001_feature_004,actionable_molecular_alterations,15,multi:outer_001_feature_004:causal_forest:effect,15,causal_forest,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",0.0,0.00035355994584502224,0.0,0.0,0.0,,,0.0,0,0,effect,0.0,0
outer_001_feature_005,acute_kidney_injury_history,15,multi:outer_001_feature_005:univariable:treatment,15,univariable,"[{""evaluated"": 3, ""inner_fold"": 1, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 2, ""supported"": 0}, {""evaluated"": 3, ""inner_fold"": 3, ""supported"": 1}, {""evaluated"": 3, ""inner_fold"": 4, ""supported"": 2}, {""evaluated"": 3, ""inner_fold"": 5, ""supported"": 0}]",1.7621909757612417,,,0.9797096275591225,,0.136582637443381,0.40311335077109245,0.45250471888885857,0,1,treatment,0.26666666666666666,4
